"ExhTitle","StartDate","EndDate","DisplayName","Nationality","ExhibitionLength","StartYear","count","LifetimeExhibitionLength","Rank","movement","Movement"
"Modern Painters and Sculptors as Illustrators","1936-04-27","1936-09-02","Pierre Bonnard","French",128,1936,1,5309,38," Les Nabis "," Les Nabis "
"Summer Exhibition: Painting and Sculpture from the Museum Collection and on Loan","1937-06-23","1937-11-04","Pierre Bonnard","French",134,1937,1,5309,38," Les Nabis "," Les Nabis "
"Painting, Sculpture, Prints","1939-05-10","1939-09-30","Pierre Bonnard","French",143,1939,1,5309,38," Les Nabis "," Les Nabis "
"50 Selections from the Collection of Mr. and Mrs. Walter Bareiss","1958-04-23","1958-05-18","Pierre Bonnard","French",25,1958,2,5309,38," Les Nabis "," Les Nabis "
"Art Nouveau","1960-06-08","1960-09-06","Pierre Bonnard","French",90,1960,1,5309,38," Les Nabis "," Les Nabis "
"Painting and Sculpture from the James Thrall Soby Collection","1961-02-01","1961-03-04","Pierre Bonnard","French",31,1961,2,5309,38," Les Nabis "," Les Nabis "
"Lettering by Hand","1962-11-06","1963-01-06","Pierre Bonnard","French",61,1962,1,5309,38," Les Nabis "," Les Nabis "
"The Museum Collection of Painting","1946-02-19","1946-05-05","Pierre Bonnard","French",75,1946,3,5309,38," Les Nabis "," Les Nabis "
"Large-Scale Modern Paintings","1947-04-01","1947-05-04","Pierre Bonnard","French",33,1947,1,5309,38," Les Nabis "," Les Nabis "
"Pierre Bonnard","1948-05-10","1948-09-06","Pierre Bonnard","French",119,1948,4,5309,38," Les Nabis "," Les Nabis "
"Master Prints from the Museum Collection","1949-05-10","1949-07-10","Pierre Bonnard","French",61,1949,2,5309,38," Les Nabis "," Les Nabis "
"Selections from 5 New York Private Collections","1951-06-26","1951-09-09","Pierre Bonnard","French",75,1951,1,5309,38," Les Nabis "," Les Nabis "
"French Paintings from the Molyneux Collection","1952-06-24","1952-09-07","Pierre Bonnard","French",75,1952,1,5309,38," Les Nabis "," Les Nabis "
"Edward G. Robinson Collection","1953-03-03","1953-04-12","Pierre Bonnard","French",40,1953,1,5309,38," Les Nabis "," Les Nabis "
"XXVth Anniversary Exhibition: Paintings from the Museum Collection","1954-10-19","1955-02-06","Pierre Bonnard","French",110,1954,2,5309,38," Les Nabis "," Les Nabis "
"Paintings from Private Collections","1955-05-31","1955-09-07","Pierre Bonnard","French",99,1955,2,5309,38," Les Nabis "," Les Nabis "
"Seurat to Matisse: Drawing in France","1974-06-13","1974-09-08","Pierre Bonnard","French",87,1974,2,5309,38," Les Nabis "," Les Nabis "
"Points of View","1975-03-07","1975-06-08","Pierre Bonnard","French",93,1975,2,5309,38," Les Nabis "," Les Nabis "
"Prints from the Collection","1976-05-14","1976-08-08","Pierre Bonnard","French",86,1976,2,5309,38," Les Nabis "," Les Nabis "
"Impresario: Ambroise Vollard","1977-06-06","1977-09-06","Pierre Bonnard","French",92,1977,1,5309,38," Les Nabis "," Les Nabis "
"Painting and Sculpture from the Museum Collection","1964-05-27",NA,"Pierre Bonnard","French",NA,1964,3,5309,38," Les Nabis "," Les Nabis "
"The School of Paris: Paintings from the Florence May Schoenborn and Samuel A. Marx Collection","1965-11-02","1966-01-02","Pierre Bonnard","French",61,1965,1,5309,38," Les Nabis "," Les Nabis "
"Paul J. Sachs Gallery Print Re-installation","1966-03-03",NA,"Pierre Bonnard","French",NA,1966,1,5309,38," Les Nabis "," Les Nabis "
"The Artist as His Subject","1967-04-28","1967-04-30","Pierre Bonnard","French",2,1967,2,5309,38," Les Nabis "," Les Nabis "
"Word and Image: Posters and Typography from the Graphic Design Collection of the Museum of Modern Art, 1879–1967","1968-01-25","1968-03-10","Pierre Bonnard","French",45,1968,1,5309,38," Les Nabis "," Les Nabis "
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection","1969-05-28","1969-09-01","Pierre Bonnard","French",96,1969,2,5309,38," Les Nabis "," Les Nabis "
"Four Americans in Paris: The Collections of Gertrude Stein and her Family","1970-12-19","1971-03-01","Pierre Bonnard","French",72,1970,1,5309,38," Les Nabis "," Les Nabis "
"Symbolism, Synthesists, and the Fin-de-Siècle","1972-06-20","1972-10-10","Pierre Bonnard","French",112,1972,1,5309,38," Les Nabis "," Les Nabis "
"Recent Acquisitions, 1968–1973","1973-06-15","1973-09-25","Pierre Bonnard","French",102,1973,1,5309,38," Les Nabis "," Les Nabis "
"Gifts of Drawing","1979-08-09","1979-11-13","Pierre Bonnard","French",96,1979,3,5309,38," Les Nabis "," Les Nabis "
"Selections from the Permanent Collection: Prints and Illustrated Books","1984-05-17",NA,"Pierre Bonnard","French",NA,1984,1,5309,38," Les Nabis "," Les Nabis "
"Master Prints from the Collection","1987-11-20","1988-03-08","Pierre Bonnard","French",109,1987,1,5309,38," Les Nabis "," Les Nabis "
"The Modern Poster","1988-06-06","1988-09-06","Pierre Bonnard","French",92,1988,1,5309,38," Les Nabis "," Les Nabis "
"Master Prints from the Collection","1989-04-06","1989-08-08","Pierre Bonnard","French",124,1989,2,5309,38," Les Nabis "," Les Nabis "
"Painting, Sculpture, Prints","1939-05-10","1939-09-30","Piet Mondrian","Dutch",143,1939,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Painting and Sculpture from the Museum Collection","1940-10-23","1941-01-12","Piet Mondrian","Dutch",81,1940,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Painting and Sculpture from the Museum Collection","1941-04-30","1941-05-06","Piet Mondrian","Dutch",6,1941,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"New Acquisitions: Gifts of the Advisory Committee","1937-02-10","1937-03-07","Piet Mondrian","Dutch",25,1937,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Summer Exhibition: Painting and Sculpture","1932-06-07","1932-10-30","Piet Mondrian","Dutch",145,1932,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Summer Exhibition: Painting and Sculpture","1933-07-10","1933-09-30","Piet Mondrian","Dutch",82,1933,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Modern Works of Art: 5th Anniversary Exhibition","1934-11-19","1935-01-20","Piet Mondrian","Dutch",62,1934,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Summer Exhibition: The Museum Collection and a Private Collection on Loan","1935-06-04","1935-09-24","Piet Mondrian","Dutch",112,1935,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Cubism and Abstract Art","1936-03-02","1936-04-19","Piet Mondrian","Dutch",48,1936,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Watercolors: Selections from the Permanent Collection","1989-03-16","1989-07-04","Piet Mondrian","Dutch",110,1989,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Selections from 5 New York Private Collections","1951-06-26","1951-09-09","Piet Mondrian","Dutch",75,1951,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"De Stijl","1952-12-16","1953-02-15","Piet Mondrian","Dutch",61,1952,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism","1953-06-23","1953-10-04","Piet Mondrian","Dutch",103,1953,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"XXVth Anniversary Exhibition: Paintings from the Museum Collection","1954-10-19","1955-02-06","Piet Mondrian","Dutch",110,1954,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Children's Festival of Modern Art","1942-03-11","1942-05-10","Piet Mondrian","Dutch",60,1942,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Recent Acquisitions: European and American Paintings and Rugs","1943-07-28","1943-09-26","Piet Mondrian","Dutch",60,1943,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Modern Drawings","1944-02-16","1944-05-10","Piet Mondrian","Dutch",84,1944,3,5753,27," Neo-Plasticism "," Neo-Plasticism "
"What is Modern Painting?","1945-03-06","1945-03-25","Piet Mondrian","Dutch",19,1945,3,5753,27," Neo-Plasticism "," Neo-Plasticism "
"The Museum Collection of Painting","1946-02-19","1946-05-05","Piet Mondrian","Dutch",75,1946,4,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Drawings in the Collection of The Museum of Modern Art","1947-04-15","1947-06-01","Piet Mondrian","Dutch",47,1947,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"New York Private Collections","1948-07-20","1948-09-12","Piet Mondrian","Dutch",54,1948,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Recent Acquisitions","1949-05-03","1949-07-17","Piet Mondrian","Dutch",75,1949,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Recent Acquisitions","1950-03-28","1950-05-07","Piet Mondrian","Dutch",40,1950,3,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Drawings from the Kröller-Müller National Museum, Otterlo","1973-05-24","1973-08-19","Piet Mondrian","Dutch",87,1973,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Modern Masters: Manet to Matisse","1975-08-05","1975-09-28","Piet Mondrian","Dutch",54,1975,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Cubism and Its Affinities","1976-02-09","1976-05-09","Piet Mondrian","Dutch",90,1976,4,5753,27," Neo-Plasticism "," Neo-Plasticism "
"The Graphic Revolution: 1915–1935","1977-08-05","1977-10-31","Piet Mondrian","Dutch",87,1977,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Recent Acquisitions","1957-11-13","1958-01-05","Piet Mondrian","Dutch",53,1957,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Works of Art: Given or Promised","1958-10-08","1958-11-09","Piet Mondrian","Dutch",32,1958,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"100 Drawings from the Museum Collection","1960-10-11","1961-01-02","Piet Mondrian","Dutch",83,1960,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"60 Modern Drawings: Recent Acquisitions","1963-08-06","1963-09-29","Piet Mondrian","Dutch",54,1963,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Painting and Sculpture from the Museum Collection","1964-05-27",NA,"Piet Mondrian","Dutch",NA,1964,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"The Sidney and Harriet Janis Collection","1968-01-17","1968-03-04","Piet Mondrian","Dutch",47,1968,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Painting and Sculpture from the Museum Collection","1969-04-28","1969-11-04","Piet Mondrian","Dutch",190,1969,3,5753,27," Neo-Plasticism "," Neo-Plasticism "
"A Selection of Drawings and Watercolors from the Museum Collection","1971-05-11","1971-10-19","Piet Mondrian","Dutch",161,1971,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Permanent Collection","1972-03-29",NA,"Piet Mondrian","Dutch",NA,1972,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection","1978-04-28","1978-07-04","Piet Mondrian","Dutch",67,1978,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Art of the Twenties","1979-11-14","1980-01-22","Piet Mondrian","Dutch",69,1979,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Reinstallation of the Collection","1980-10-23",NA,"Piet Mondrian","Dutch",NA,1980,3,5753,27," Neo-Plasticism "," Neo-Plasticism "
"A Century of Modern Drawing, 1881–1981","1982-03-01","1982-03-16","Piet Mondrian","Dutch",15,1982,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Mondrian: New York Studio Compositions","1983-07-14","1983-09-27","Piet Mondrian","Dutch",75,1983,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Selections from the Permanent Collection: Painting and Sculpture","1984-05-17",NA,"Piet Mondrian","Dutch",NA,1984,3,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Contrasts of Form: Geometric Abstract Art, 1910–1980","1985-10-02","1986-01-07","Piet Mondrian","Dutch",97,1985,1,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Drawings Acquisitions","1987-01-24","1987-06-14","Piet Mondrian","Dutch",141,1987,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Abstractions","1988-11-17","1989-03-26","Piet Mondrian","Dutch",129,1988,2,5753,27," Neo-Plasticism "," Neo-Plasticism "
"Collage","1948-09-21","1948-12-05","Robert Motherwell","American",75,1948,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Recent Acquisitions","1949-10-25","1950-01-22","Robert Motherwell","American",89,1949,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Recent Acquisitions","1950-03-28","1950-05-07","Robert Motherwell","American",40,1950,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Recent Acquisitions in Painting and Sculpture","1946-02-06","1946-02-24","Robert Motherwell","American",18,1946,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Recent Acquisitions","1945-02-15","1945-03-18","Robert Motherwell","American",31,1945,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Members Collect","1967-03-27","1967-05-25","Robert Motherwell","American",59,1967,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Drawings: Recent Acquisitions","1969-02-18","1969-03-30","Robert Motherwell","American",40,1969,6,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Recent American Acquisitions","1971-02-11","1971-03-11","Robert Motherwell","American",28,1971,6,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Drawn in America","1972-03-01","1972-05-29","Robert Motherwell","American",89,1972,3,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Abstract Painting and Sculpture in America","1951-01-23","1951-03-25","Robert Motherwell","American",61,1951,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"XXVth Anniversary Exhibition: Paintings from the Museum Collection","1954-10-19","1955-02-06","Robert Motherwell","American",110,1954,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Recent American Acquisitions","1957-03-14","1957-04-30","Robert Motherwell","American",47,1957,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"50 Selections from the Collection of Mr. and Mrs. Walter Bareiss","1958-04-23","1958-05-18","Robert Motherwell","American",25,1958,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"The New American Painting as Shown in Eight European Countries 1958–1959","1959-05-28","1959-09-08","Robert Motherwell","American",103,1959,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Modern Paintings","1961-08-18","1962-04-20","Robert Motherwell","American",245,1961,3,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Painting and Sculpture from the Museum Collection","1964-05-27",NA,"Robert Motherwell","American",NA,1964,3,5687,30," Abstract Expressionism "," Abstract Expressionism "
"American Collages","1965-05-11","1965-07-25","Robert Motherwell","American",75,1965,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Americans Today: 25 Painters as Printmakers","1966-11-01","1966-11-09","Robert Motherwell","American",8,1966,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"A Century of Modern Drawing, 1881–1981","1982-03-01","1982-03-16","Robert Motherwell","American",15,1982,3,5687,30," Abstract Expressionism "," Abstract Expressionism "
"The Modern Drawing: 100 Works on Paper from The Museum of Modern Art","1983-10-26","1984-01-03","Robert Motherwell","American",69,1983,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Selections from the Permanent Collection: Painting and Sculpture","1984-05-17",NA,"Robert Motherwell","American",NA,1984,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Tatyana Grosman Gallery Inaugural Installation","1985-09-12","1986-02-04","Robert Motherwell","American",145,1985,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Recent Acquisitions, 1968–1973","1973-06-15","1973-09-25","Robert Motherwell","American",102,1973,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"American Prints: 1913–1963","1974-12-03","1975-03-03","Robert Motherwell","American",90,1974,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"76 Jefferson","1975-09-11","1975-12-01","Robert Motherwell","American",81,1975,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Handmade Paper Prints and Unique Works","1976-06-28","1976-09-12","Robert Motherwell","American",76,1976,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Posters by Painters","1977-01-21","1977-03-23","Robert Motherwell","American",61,1977,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"Art for Corporations","1978-04-17","1978-07-04","Robert Motherwell","American",78,1978,2,5687,30," Abstract Expressionism "," Abstract Expressionism "
"David Hockney: The Blue Guitar","1979-04-10","1979-07-10","Robert Motherwell","American",91,1979,1,5687,30," Abstract Expressionism "," Abstract Expressionism "
